A,B
P45537,P38134
P36678,P38134
P45763,P38134
P45762,P38134
P41443,P38134
P41442,P38134
P45756,P38134
P0ADZ0,P38134
P24181,P38134
P16256,P38134
P0A761,P38134
P0ADV9,P38134
P0AG48,P38134
P0A7L8,P38134
P64599,P38134
P42915,P38134
P42907,P38134
P60782,P38134
P20083,P38134
Q46817,P38134
Q46798,P38134
P0A6P9,P38134
Q46892,P38134
P60785,P38134
P65290,P38134
P24177,P38134
P39836,P38134
P67729,P38134
P0AA49,P38134
P77682,P38134
P77549,P38134
P39263,P38134
P77215,P38134
P09394,P38134
P45508,P38134
P0A6T5,P38134
P33341,P38134
P76398,P38134
P38097,P38134
P76387,P38134
P0ACC9,P38134
P71238,P38134
P0ACD2,P38134
P32055,P38134
P24175,P38134
P37749,P38134
P76352,P38134
P07330,P38134
P76269,P38134
P05041,P38134
P77529,P38134
P06611,P38134
P76198,P38134
Q47706,P38134
P0AAE5,P38134
P69212,P38134
P43531,P38134
P31122,P38134
P32051,P38134
P76137,P38134
P31826,P38134
P77622,P38134
P24211,P38134
P76103,P38134
P64451,P38134
P76091,P38134
P76080,P38134
P64448,P38134
Q47622,P38134
P0AGH3,P38134
P0AFH2,P38134
P76017,P38134
P13482,P38134
P76010,P38134
P0AB38,P38134
P21513,P38134
P75933,P38134
P0AB26,P38134
P0AB31,P38134
P0AE98,P38134
P69434,P38134
P02931,P38134
P37443,P38134
P21503,P38134
P60869,P38134
P75788,P38134
P0A917,P38134
P75780,P38134
P0AA84,P38134
P0A6T3,P38134
P0A912,P38134
P75733,P38134
P75728,P38134
P15047,P38134
P0AEJ2,P38134
P23877,P38134
P26266,P38134
P38054,P38134
P77239,P38134
P0AFA5,P38134
P31600,P38134
P77249,P38134
P43341,P38134
Q47208,P38134
P77400,P38134
P0AE06,P38134
P77265,P38134
P77712,P38134
P0ADY1,P38134
P0A9J4,P38134
P77488,P38134
P0AG90,P38134
P0ADZ7,P38134
Q47536,P38134
P0ABC9,P38134
Q47151,P38134
P40710,P38134
P10441,P38134
P0AEU7,P38134
P0A940,P38134
P07822,P38134
P33129,P38134
P31663,P38134
P31666,P38134
P0A725,P38134
P0A9A6,P38134
P0ABH0,P38134
P14900,P38134
P22188,P38134
P0AEN4,P38134
P0ABQ4,P38134
P31553,P38134
P62623,P38134
P0AAE0,P0AFZ5
P07000,P0AFZ5
P27828,P0AFZ5
P27128,P0AFZ5
P37749,P0AFZ5
P0AE98,P0AFZ5
P0AAZ7,P0AFZ5
P27300,P0AFZ5
P75806,P0AFZ5
P0A917,P0AFZ5
P75783,P0AFZ5
P0AA84,P0AFZ5
P0A855,P0AFZ5
P0A8J4,P0AFZ5
P26266,P0AFZ5
P0AD70,P0AFZ5
Q47536,P0AFZ5
P63224,P0AFZ5
Q47146,P0AFZ5
P0AEZ7,P0AFZ5
P10441,P0AFZ5
P0AEU7,P0AFZ5
P0A940,P0AFZ5
P0A725,P0AFZ5
P0A9A6,P0AFZ5
P14900,P0AFZ5
P0AAE0,P0A6Q3
P07000,P0A6Q3
P37749,P0A6Q3
P76185,P0A6Q3
P04951,P0A6Q3
P08506,P0A6Q3
P75804,P0A6Q3
P75783,P0A6Q3
P0AA84,P0A6Q3
P09148,P0A6Q3
P0A6T3,P0A6Q3
P0A912,P0A6Q3
P0A855,P0A6Q3
P0AEB2,P0A6Q3
P43341,P0A6Q3
P77712,P0A6Q3
P0AG90,P0A6Q3
Q47536,P0A6Q3
P0ABC9,P0A6Q3
P02932,P0A6Q3
Q47151,P0A6Q3
P63224,P0A6Q3
P0C0V0,P0A6Q3
P0A790,P0A6Q3
P31666,P0A6Q3
P10408,P0A6Q3
P0A725,P0A6Q3
P14900,P0A6Q3
P22188,P0A6Q3
P56258,P0AFW2
P39386,P0AFW2
P39381,P0AFW2
P69856,P0AFW2
P39352,P0AFW2
P39321,P0AFW2
P39314,P0AFW2
P39282,P0AFW2
P00363,P0AFW2
P00811,P0AFW2
P69937,P0AFW2
P32703,P0AFW2
P0AF52,P0AFW2
P0AE85,P0AFW2
P76773,P0AFW2
P32135,P0AFW2
P0A6P7,P0AFW2
P07000,P0AFW2
P0ACB7,P0AFW2
P0AAA7,P0AFW2
P27833,P0AFW2
P61887,P0AFW2
P27828,P0AFW2
P31466,P0AFW2
P31462,P0AFW2
P25714,P0AFW2
P0AG24,P0AFW2
P0A6I6,P0AFW2
P25740,P0AFW2
P27126,P0AFW2
P0AEG1,P0AFW2
P0AAG0,P0AFW2
P0ADJ3,P0AFW2
P37643,P0AFW2
P37626,P0AFW2
P0A9R7,P0AFW2
P0AG80,P0AFW2
P45762,P0AFW2
P45425,P0AFW2
P46022,P0AFW2
P0ADV9,P0AFW2
P0AG48,P0AFW2
P15373,P0AFW2
P42628,P0AFW2
P42590,P0AFW2
P0A8P8,P0AFW2
Q46798,P0AFW2
P62617,P0AFW2
Q46892,P0AFW2
P41052,P0AFW2
P60785,P0AFW2
P24224,P0AFW2
P76577,P0AFW2
P36548,P0AFW2
P39836,P0AFW2
P67729,P0AFW2
P0AA49,P0AFW2
P39263,P0AFW2
P77398,P0AFW2
P06996,P0AFW2
P28246,P0AFW2
P33030,P0AFW2
P33341,P0AFW2
P76397,P0AFW2
P0ACD2,P0AFW2
P0AC88,P0AFW2
P71242,P0AFW2
P37744,P0AFW2
P37749,P0AFW2
P37751,P0AFW2
P0AA47,P0AFW2
P07018,P0AFW2
P0A9H9,P0AFW2
P38055,P0AFW2
P77529,P0AFW2
P06611,P0AFW2
P69776,P0AFW2
P0A9H7,P0AFW2
P37597,P0AFW2
P69212,P0AFW2
P31122,P0AFW2
P76137,P0AFW2
P76115,P0AFW2
P76103,P0AFW2
P64451,P0AFW2
P76083,P0AFW2
P76078,P0AFW2
P0AGH5,P0AFW2
P62615,P0AFW2
P76008,P0AFW2
P29012,P0AFW2
P18196,P0AFW2
P0AB38,P0AFW2
P16869,P0AFW2
P28305,P0AFW2
P0AAI5,P0AFW2
P27247,P0AFW2
P21513,P0AFW2
P0AB26,P0AFW2
P0AB31,P0AFW2
P22523,P0AFW2
P04951,P0AFW2
P27300,P0AFW2
P75809,P0AFW2
P75788,P0AFW2
P75777,P0AFW2
P0AA84,P0AFW2
P09148,P0AFW2
P45955,P0AFW2
P0A855,P0AFW2
P0ABV6,P0AFW2
P0ABU9,P0AFW2
P75733,P0AFW2
P75728,P0AFW2
P15047,P0AFW2
P26266,P0AFW2
P0AFA5,P0AFW2
P77468,P0AFW2
Q47208,P0AFW2
P16919,P0AFW2
P0ADY1,P0AFW2
P0ABJ3,P0AFW2
P77488,P0AFW2
Q47536,P0AFW2
P77802,P0AFW2
P37056,P0AFW2
P21645,P0AFW2
P0AEU7,P0AFW2
P0A940,P0AFW2
P13016,P0AFW2
P0A9A6,P0AFW2
P0ABH0,P0AFW2
P22188,P0AFW2
P0AEN4,P0AFW2
P31679,P0AFW2
P00804,P0AFW2
P56976,P75857
P56258,P75857
P15030,P75857
P0ABC7,P75857
P0A8Q3,P75857
P02943,P75857
P06709,P75857
P06129,P75857
P27829,P75857
P17169,P75857
P0AC75,P75857
P27241,P75857
P67910,P75857
P25666,P75857
P37683,P75857
P37313,P75857
P37653,P75857
P37636,P75857
P0A6U8,P75857
P0AC00,P75857
P25960,P75857
P45762,P75857
P45760,P75857
P45758,P75857
P45757,P75857
P0AGA2,P75857
P24181,P75857
P0ADW3,P75857
P0A6L4,P75857
P0AEC3,P75857
P0AG48,P75857
P15373,P75857
P0ADA3,P75857
P41052,P75857
P62620,P75857
P24177,P75857
P77173,P75857
P0C0T5,P75857
P08192,P75857
P77757,P75857
P0AFT5,P75857
P76398,P75857
P28249,P75857
P32057,P75857
P0AF06,P75857
P0AE67,P75857
P23898,P75857
P38135,P75857
P0A905,P75857
P76083,P75857
P77467,P75857
P76082,P75857
P77455,P75857
P77747,P75857
P77348,P75857
P0AGH3,P75857
P0AEK4,P75857
P23843,P75857
P61320,P75857
P0C960,P75857
P29012,P75857
P75958,P75857
P0ADC3,P75857
P75946,P75857
P28305,P75857
P0A6A8,P75857
P0AAI9,P75857
P33136,P75857
P38134,P75857
P75830,P75857
P75783,P75857
P0A6T3,P75857
P0A855,P75857
P0ADC1,P75857
P0ADI4,P75857
P23877,P75857
P11454,P75857
P77338,P75857
P0AE06,P75857
P0ABJ1,P75857
P0ABJ3,P75857
Q47536,P75857
Q47534,P75857
P63224,P75857
Q47146,P75857
P0A8U2,P75857
P40710,P75857
P10441,P75857
P0A722,P75857
P0A940,P75857
P45568,P75857
P0C0V0,P75857
P37028,P75857
P07822,P75857
P06971,P75857
P0A790,P75857
P31666,P75857
P0A725,P75857
P0A9A6,P75857
P17952,P75857
P17443,P75857
P0ADN6,P02931
P39398,P02931
P02942,P02931
P30130,P02931
P39357,P02931
P13036,P02931
P15030,P02931
P15031,P02931
P39321,P02931
P39314,P02931
P0A8Q0,P02931
P0A8Q3,P02931
P0A901,P02931
P30845,P02931
P32703,P02931
P0AF52,P02931
P0ADQ2,P02931
P76773,P02931
P0A921,P02931
P27828,P02931
P31474,P02931
P31448,P02931
P31442,P02931
P31435,P02931
P0AG24,P02931
P06968,P02931
P0AFV0,P02931
P37681,P02931
P37662,P02931
P0AAG0,P02931
P37643,P02931
P10907,P02931
P13656,P02931
P36678,P02931
P45762,P02931
P45757,P02931
P45756,P02931
P0ADZ0,P02931
P45420,P02931
P0ADV9,P02931
P0AG48,P02931
P0A7L8,P02931
P0AAD2,P02931
P42907,P02931
P42591,P02931
P42590,P02931
P76655,P02931
P0A8P8,P02931
P0A6P9,P02931
Q46909,P02931
Q46892,P02931
P0AEJ0,P02931
P52143,P02931
P06616,P02931
P24177,P02931
P67729,P02931
P52599,P02931
P76507,P02931
P77293,P02931
P77682,P02931
P39263,P02931
P77215,P02931
P09394,P02931
P33941,P02931
P0A9I5,P02931
P33030,P02931
P76417,P02931
P36554,P02931
P76397,P02931
P07017,P02931
P07018,P02931
P07330,P02931
P05041,P02931
P0AA91,P02931
P0A908,P02931
P76230,P02931
P37597,P02931
P76185,P02931
P43531,P02931
P77228,P02931
P31122,P02931
P76137,P02931
P77622,P02931
P76103,P02931
P64451,P02931
P0C7L2,P02931
P76083,P02931
P77467,P02931
P76078,P02931
P64448,P02931
P0A862,P02931
P76045,P02931
P0ADA7,P02931
P0AFH2,P02931
P0AB38,P02931
P16869,P02931
P75933,P02931
P0AB31,P02931
P0AE98,P02931
P69434,P02931
P75882,P02931
P75870,P02931
P75835,P02931
P75810,P02931
P0AEY8,P02931
P75806,P02931
P75788,P02931
P75783,P02931
P75780,P02931
P75763,P02931
P0A912,P02931
P0A855,P02931
P0ABV6,P02931
P75728,P02931
P0ADC1,P02931
P0AEB2,P02931
P0A8J4,P02931
P77202,P02931
P23877,P02931
P23878,P02931
P26266,P02931
P11454,P02931
P0AFA5,P02931
P31600,P02931
P77759,P02931
P77338,P02931
P77717,P02931
P0AAG5,P02931
P77712,P02931
P0ABJ1,P02931
P22939,P02931
P46122,P02931
P0ADZ7,P02931
P0A6J8,P02931
Q47151,P02931
P63224,P02931
P0A940,P02931
P0C0V0,P02931
P07821,P02931
P02919,P02931
P31057,P02931
P36646,P02931
P10408,P02931
P0A725,P02931
P14900,P02931
P31679,P02931
P31552,P02931
P39206,P02931
P62623,P02931
Q47377,P0AB01
P56976,P0AB01
P56258,P0AB01
P02942,P0AB01
P30130,P0AB01
P69856,P0AB01
P0ADC6,P0AB01
P39321,P0AB01
P39314,P0AB01
P39310,P0AB01
P0ABC3,P0AB01
P25519,P0AB01
P39285,P0AB01
P39282,P0AB01
P0AC47,P0AB01
P0A8Q0,P0AB01
P0A8Q3,P0AB01
P0A901,P0AB01
P0AF52,P0AB01
P06709,P0AB01
P22634,P0AB01
P32135,P0AB01
P0A6P7,P0AB01
P0A921,P0AB01
P0ACB7,P0AB01
P27836,P0AB01
P0AAA7,P0AB01
P27833,P0AB01
P27829,P0AB01
P0AC78,P0AB01
P31474,P0AB01
P31466,P0AB01
P31462,P0AB01
P60872,P0AB01
P31448,P0AB01
P31435,P0AB01
P0AG24,P0AB01
P25740,P0AB01
P25741,P0AB01
P27127,P0AB01
P27129,P0AB01
P27240,P0AB01
P0AFV0,P0AB01
P23847,P0AB01
P0AAG0,P0AB01
P37660,P0AB01
P37643,P0AB01
P36837,P0AB01
P37621,P0AB01
P10906,P0AB01
P67143,P0AB01
P0A6U8,P0AB01
P45546,P0AB01
P45537,P0AB01
P36678,P0AB01
P41443,P0AB01
P41442,P0AB01
P45758,P0AB01
P45756,P0AB01
P0ADZ0,P0AB01
P16926,P0AB01
P46481,P0AB01
P0ADW3,P0AB01
P0A761,P0AB01
P46022,P0AB01
P0ADV1,P0AB01
P0A7L8,P0AB01
P24228,P0AB01
P64599,P0AB01
P42915,P0AB01
P42907,P0AB01
P42591,P0AB01
P42590,P0AB01
Q46798,P0AB01
P77031,P0AB01
Q46909,P0AB01
P0AEJ0,P0AB01
P52143,P0AB01
P62620,P0AB01
P65290,P0AB01
P77173,P0AB01
P67729,P0AB01
P0ACV2,P0AB01
P77293,P0AB01
P77682,P0AB01
P76503,P0AB01
P77549,P0AB01
P39263,P0AB01
P0AFU2,P0AB01
P76473,P0AB01
P77398,P0AB01
P77215,P0AB01
P08194,P0AB01
P45508,P0AB01
P06996,P0AB01
P0A9I5,P0AB01
P33030,P0AB01
P33341,P0AB01
P76417,P0AB01
P76397,P0AB01
P0A930,P0AB01
P0AC88,P0AB01
P24174,P0AB01
P71241,P0AB01
P71243,P0AB01
P37746,P0AB01
P37748,P0AB01
P37749,P0AB01
P37751,P0AB01
P76373,P0AB01
P33013,P0AB01
P07330,P0AB01
P76269,P0AB01
P05041,P0AB01
P06609,P0AB01
P0A9H7,P0AB01
P77389,P0AB01
P76190,P0AB01
P0AAE5,P0AB01
P69212,P0AB01
P43531,P0AB01
P32051,P0AB01
P76137,P0AB01
P31826,P0AB01
P64426,P0AB01
P76103,P0AB01
P76083,P0AB01
P77467,P0AB01
P76078,P0AB01
P76077,P0AB01
P64448,P0AB01
P77747,P0AB01
P51981,P0AB01
P0A862,P0AB01
P0AGH5,P0AB01
P0AAH4,P0AB01
P0A924,P0AB01
P0A915,P0AB01
P61320,P0AB01
P62615,P0AB01
P76017,P0AB01
P76010,P0AB01
P75958,P0AB01
P75957,P0AB01
P0AB38,P0AB01
P16869,P0AB01
P28306,P0AB01
P0A6A8,P0AB01
P75933,P0AB01
P0AB31,P0AB01
P62517,P0AB01
P33136,P0AB01
P75905,P0AB01
P75882,P0AB01
P75870,P0AB01
P0AFW2,P0AB01
P08506,P0AB01
P0A917,P0AB01
P75763,P0AB01
P09148,P0AB01
P77779,P0AB01
P75728,P0AB01
P23930,P0AB01
P77202,P0AB01
P0ADI4,P0AB01
P23877,P0AB01
P23878,P0AB01
P26266,P0AB01
P31600,P0AB01
P37325,P0AB01
P09169,P0AB01
P77468,P0AB01
P43341,P0AB01
P39830,P0AB01
P0AE06,P0AB01
P0ABJ3,P0AB01
P0ADZ7,P0AB01
P77802,P0AB01
Q47146,P0AB01
P0AEZ7,P0AB01
P37056,P0AB01
P0AEU7,P0AB01
P0A940,P0AB01
P60472,P0AB01
P33129,P0AB01
P31057,P0AB01
P31663,P0AB01
P0ABH0,P0AB01
P0AEN4,P0AB01
P27828,P04951
P27128,P04951
P0ACD2,P04951
P32056,P04951
P24175,P04951
P71242,P04951
P71244,P04951
P37749,P04951
P0AE98,P04951
P0A917,P04951
P0A855,P04951
P0A8J4,P04951
P26266,P04951
P0AD70,P04951
Q47536,P04951
Q47534,P04951
Q47151,P04951
Q47146,P04951
P0AEZ7,P04951
P63228,P04951
P40710,P04951
P0AEU7,P04951
P0C0V0,P04951
P0A790,P04951
P31666,P04951
P13016,P04951
P0A725,P04951
P14900,P04951
P30130,P0AAZ7
P69856,P0AAZ7
P15030,P0AAZ7
P39321,P0AAZ7
P25519,P0AAZ7
P39285,P0AAZ7
P00363,P0AAZ7
P69937,P0AAZ7
P30845,P0AAZ7
P0AF52,P0AAZ7
P32687,P0AAZ7
P0AE85,P0AAZ7
P0ADQ2,P0AAZ7
P32137,P0AAZ7
P27837,P0AAZ7
P31466,P0AAZ7
P0AG24,P0AAZ7
P0AFV0,P0AAZ7
P0AAG0,P0AAZ7
P37660,P0AAZ7
P37643,P0AAZ7
P37630,P0AAZ7
P37626,P0AAZ7
P0A9R7,P0AAZ7
P10906,P0AAZ7
P10907,P0AAZ7
P67143,P0AAZ7
P0A6U8,P0AAZ7
P45546,P0AAZ7
P45756,P0AAZ7
P0ADZ0,P0AAZ7
P0ADV9,P0AAZ7
P0AAD2,P0AAZ7
P64599,P0AAZ7
P42915,P0AAZ7
P15373,P0AAZ7
P76655,P0AAZ7
P0A8P8,P0AAZ7
Q46798,P0AAZ7
P77031,P0AAZ7
P52143,P0AAZ7
P65290,P0AAZ7
P67729,P0AAZ7
P0AA49,P0AAZ7
P76507,P0AAZ7
P0AFU2,P0AAZ7
P77215,P0AAZ7
P08194,P0AAZ7
P09394,P0AAZ7
P33030,P0AAZ7
P33341,P0AAZ7
P76417,P0AAZ7
P38097,P0AAZ7
P37749,P0AAZ7
P76352,P0AAZ7
P07018,P0AAZ7
P07330,P0AAZ7
P05041,P0AAZ7
P76230,P0AAZ7
P06609,P0AAZ7
P06611,P0AAZ7
P37340,P0AAZ7
P76185,P0AAZ7
P76137,P0AAZ7
P76103,P0AAZ7
P76080,P0AAZ7
P64448,P0AAZ7
P76045,P0AAZ7
P0ADA7,P0AAZ7
P39165,P0AAZ7
P76017,P0AAZ7
P0AB38,P0AAZ7
P28305,P0AAZ7
P69367,P0AAZ7
P0AB26,P0AAZ7
P0AB31,P0AAZ7
P26458,P0AAZ7
P26459,P0AAZ7
P75870,P0AAZ7
P60869,P0AAZ7
P75810,P0AAZ7
P75777,P0AAZ7
P0AA84,P0AAZ7
P09148,P0AAZ7
P0A912,P0AAZ7
P0A855,P0AAZ7
P0ABV6,P0AAZ7
P75733,P0AAZ7
P0AD65,P0AAZ7
P23878,P0AAZ7
P13039,P0AAZ7
P38054,P0AAZ7
P77239,P0AAZ7
P31600,P0AAZ7
P77468,P0AAZ7
P77249,P0AAZ7
P43341,P0AAZ7
Q47208,P0AAZ7
P77328,P0AAZ7
P75712,P0AAZ7
P77759,P0AAZ7
P77400,P0AAZ7
P0AE06,P0AAZ7
P77265,P0AAZ7
P77712,P0AAZ7
P0ADA5,P0AAZ7
P77726,P0AAZ7
P22939,P0AAZ7
P77488,P0AAZ7
P0ADZ7,P0AAZ7
P0AD70,P0AAZ7
P77802,P0AAZ7
Q47151,P0AAZ7
Q47146,P0AAZ7
P0A8U2,P0AAZ7
P63228,P0AAZ7
P37056,P0AAZ7
P07821,P0AAZ7
P02919,P0AAZ7
P33129,P0AAZ7
P31666,P0AAZ7
P0A9A6,P0AAZ7
P0ABH0,P0AAZ7
P0AEN4,P0AAZ7
P31554,P0AAZ7
P31553,P0AAZ7
P62623,P0AAZ7
P0ADN6,P27300
P0AFH8,P27300
P39386,P27300
P69856,P27300
P39357,P27300
P15028,P27300
P39285,P27300
P39282,P27300
P69937,P27300
P32716,P27300
P0AF52,P27300
P32687,P27300
P0ADQ2,P27300
P0A6U5,P27300
P31462,P27300
P60872,P27300
P31448,P27300
P31435,P27300
P27128,P27300
P0AFV0,P27300
P0AEF8,P27300
P37643,P27300
P37636,P27300
P37621,P27300
P36678,P27300
P41442,P27300
P45425,P27300
P45420,P27300
P0A7L8,P27300
P0AAD2,P27300
P15373,P27300
P76655,P27300
P65290,P27300
P52599,P27300
P76507,P27300
P77682,P27300
P39263,P27300
P62723,P27300
P17315,P27300
P25747,P27300
P36554,P27300
P76387,P27300
P77414,P27300
P0ACC9,P27300
P71238,P27300
P71239,P27300
P24175,P27300
P71243,P27300
P76373,P27300
P76352,P27300
P0A908,P27300
P37340,P27300
P76186,P27300
P0AFS3,P27300
P0AAE5,P27300
P69212,P27300
P43531,P27300
P77228,P27300
P76137,P27300
P64426,P27300
P77268,P27300
P77622,P27300
P76115,P27300
P64451,P27300
P0A862,P27300
P0AAH4,P27300
P13482,P27300
P28305,P27300
P75933,P27300
P69367,P27300
P0AB26,P27300
P69434,P27300
P75870,P27300
P75806,P27300
P08506,P27300
P0A917,P27300
P09148,P27300
P0A912,P27300
P0ADC1,P27300
P0AD65,P27300
P0AEJ2,P27300
P23878,P27300
P38054,P27300
P0AFA5,P27300
P31600,P27300
P77468,P27300
P77249,P27300
P77759,P27300
P77400,P27300
P77488,P27300
P0AG90,P27300
P77802,P27300
Q47151,P27300
P63228,P27300
P0A722,P27300
P0A940,P27300
P60472,P27300
P02919,P27300
P0A790,P27300
P10408,P27300
P0A9A6,P27300
P14900,P27300
P22188,P27300
P31553,P27300
P39206,P27300
Q47377,P60752
P39381,P60752
P39352,P60752
P0ADC6,P60752
P0AAE0,P60752
P0ABC7,P60752
P26365,P60752
P39282,P60752
P0A8Q3,P60752
P32714,P60752
P0AF52,P60752
P0A7A7,P60752
P22634,P60752
P0ADQ2,P60752
P32135,P60752
P0A6P7,P60752
P69425,P60752
P0ACB7,P60752
P27833,P60752
P27832,P60752
P61887,P60752
P0AG00,P60752
P0A6U5,P60752
P0ACC7,P60752
P17169,P60752
P0AG24,P60752
P0A6I6,P60752
P0AC75,P60752
P25740,P60752
P27243,P60752
P37692,P60752
P67910,P60752
P25666,P60752
P0ADJ3,P60752
P37643,P60752
P0A9R7,P60752
P10906,P60752
P02918,P60752
P45760,P60752
P0AGA2,P60752
P24182,P60752
P16926,P60752
P0ADW3,P60752
P0A6L4,P60752
P0ADV9,P60752
P45395,P60752
P0A7L8,P60752
P0AG99,P60752
P0AAD2,P60752
P42628,P60752
P42591,P60752
P76658,P60752
P02930,P60752
P20083,P60752
P0A817,P60752
P0A8P8,P60752
P62617,P60752
P0ADA3,P60752
P41052,P60752
P52143,P60752
P24224,P60752
P76578,P60752
P62620,P60752
P0A903,P60752
P24177,P60752
P36548,P60752
P77173,P60752
P76506,P60752
P0A9M8,P60752
P77398,P60752
P77215,P60752
P06996,P60752
P33924,P60752
P0A6T5,P60752
P36554,P60752
P76398,P60752
P0A930,P60752
P0ACC9,P60752
P32056,P60752
P24174,P60752
P24175,P60752
P71241,P60752
P71242,P60752
P71244,P60752
P37746,P60752
P37749,P60752
P37750,P60752
P33013,P60752
P76352,P60752
P07018,P60752
P0AE67,P60752
P38055,P60752
P23898,P60752
P69776,P60752
P0A9H7,P60752
P77389,P60752
P28224,P60752
P69212,P60752
P77228,P60752
P76103,P60752
P76091,P60752
P76083,P60752
P77467,P60752
P77747,P60752
P51981,P60752
P0AGH3,P60752
P0AEK4,P60752
P0A6H8,P60752
P0AFR0,P60752
P61320,P60752
P62615,P60752
P76017,P60752
P76008,P60752
P75957,P60752
P28305,P60752
P0AAI5,P60752
P69367,P60752
P0AE98,P60752
P69434,P60752
P0AFZ5,P60752
P0AFW2,P60752
P75857,P60752
P0AEY8,P60752
P75792,P60752
P75763,P60752
P75728,P60752
P0AD65,P60752
P0A8J4,P60752
P23877,P60752
P23878,P60752
P11454,P60752
P38054,P60752
P31600,P60752
P37325,P60752
P43341,P60752
P77759,P60752
P0AE06,P60752
P0ADA5,P60752
P77726,P60752
P77488,P60752
P46122,P60752
P0A927,P60752
P0AG90,P60752
Q47534,P60752
P77802,P60752
P63224,P60752
P10441,P60752
P0A6Q6,P60752
P21645,P60752
P0A940,P60752
P60472,P60752
P45568,P60752
P06972,P60752
P0A725,P60752
P0A9A6,P60752
P0ABH0,P60752
P14900,P60752
P22188,P60752
P31554,P60752
P31553,P60752
P62623,P60752
P58034,P75830
P0ADB7,P75830
P0AFH8,P75830
P31697,P75830
P39357,P75830
P0ADC6,P75830
P39321,P75830
P25519,P75830
P39285,P75830
P39282,P75830
P00363,P75830
P0A8Q0,P75830
P0A901,P75830
P69937,P75830
P39276,P75830
P30845,P75830
P32714,P75830
P32703,P75830
P0AF52,P75830
P32687,P75830
P22634,P75830
P06129,P75830
P0ACU5,P75830
P0ABT8,P75830
P0ADQ2,P75830
P32137,P75830
P76773,P75830
P69425,P75830
P0A921,P75830
P27836,P75830
P0AAA7,P75830
P27833,P75830
P27828,P75830
P0AG00,P75830
P0AA25,P75830
P17169,P75830
P31466,P75830
P60872,P75830
P31448,P75830
P31442,P75830
P31440,P75830
P31435,P75830
P0AG24,P75830
P0AC75,P75830
P25742,P75830
P25740,P75830
P27127,P75830
P27129,P75830
P27240,P75830
P25666,P75830
P11290,P75830
P0AFV0,P75830
P37681,P75830
P09053,P75830
P37663,P75830
P23847,P75830
P37653,P75830
P37643,P75830
P36837,P75830
P37626,P75830
P28911,P75830
P37623,P75830
P37621,P75830
P0AEE1,P75830
P0AG80,P75830
P10905,P75830
P10906,P75830
P10907,P75830
P18956,P75830
P67143,P75830
P02918,P75830
P45537,P75830
P41441,P75830
P45756,P75830
P0ADZ0,P75830
P0AGA2,P75830
P16256,P75830
P24182,P75830
P16926,P75830
P0ADW3,P75830
P0A761,P75830
P45420,P75830
P0ADV1,P75830
P0ADV9,P75830
P0A7L8,P75830
P42915,P75830
P42628,P75830
P42591,P75830
P20083,P75830
P26647,P75830
P65298,P75830
Q46836,P75830
P0A817,P75830
P0C0S1,P75830
P0ADS2,P75830
P0A8P8,P75830
Q46821,P75830
P63340,P75830
P0ADA3,P75830
Q46892,P75830
P41052,P75830
P0AEJ0,P75830
P52143,P75830
P0A937,P75830
P0AGD7,P75830
P07021,P75830
P33644,P75830
P60785,P75830
P24224,P75830
P76577,P75830
P65290,P75830
P24177,P75830
P36548,P75830
P77173,P75830
P39836,P75830
P67729,P75830
P0ACV2,P75830
P0AA49,P75830
P52600,P75830
P77293,P75830
P76503,P75830
P77549,P75830
P0AFU2,P75830
P09394,P75830
P33941,P75830
P28246,P75830
P33030,P75830
P33341,P75830
P0A930,P75830
P77414,P75830
P71239,P75830
P0ACD2,P75830
P24175,P75830
P77377,P75830
P71244,P75830
P37759,P75830
P37744,P75830
P76373,P75830
P76372,P75830
P0AA47,P75830
P0ABF8,P75830
P07017,P75830
P24205,P75830
P76269,P75830
P0AA91,P75830
P0ABD1,P75830
P76230,P75830
P38055,P75830
P77529,P75830
P06609,P75830
P06611,P75830
P76197,P75830
P69776,P75830
P0A9H7,P75830
P37597,P75830
P77389,P75830
P76186,P75830
P0A905,P75830
P28224,P75830
Q47706,P75830
P0AAE5,P75830
P43531,P75830
P31122,P75830
P32051,P75830
P76137,P75830
P31826,P75830
P31827,P75830
P77308,P75830
P77622,P75830
P76103,P75830
P77467,P75830
P76080,P75830
P77747,P75830
P0AEB5,P75830
P51981,P75830
P76045,P75830
P0AGH5,P75830
P0ADA7,P75830
P0A924,P75830
P0A915,P75830
P77737,P75830
P62615,P75830
P76017,P75830
P13482,P75830
P76010,P75830
P0C960,P75830
P75958,P75830
P75957,P75830
P0AB38,P75830
P16869,P75830
P0AAI5,P75830
P0A6A8,P75830
P0AAI9,P75830
P27247,P75830
P0AB31,P75830
P69434,P75830
P75905,P75830
P75882,P75830
P26459,P75830
P75870,P75830
P0AFW2,P75830
P27300,P75830
P75810,P75830
P75806,P75830
P0A917,P75830
P75780,P75830
P75777,P75830
P0AA84,P75830
P75763,P75830
P09147,P75830
P09148,P75830
P0A912,P75830
P0ABV6,P75830
P0ABU9,P75830
P75728,P75830
P0AEB2,P75830
P77202,P75830
P0AEJ2,P75830
P23877,P75830
P26266,P75830
P38054,P75830
P0AFA5,P75830
P31600,P75830
P77468,P75830
P43341,P75830
Q47208,P75830
P77328,P75830
P75712,P75830
P77400,P75830
P0AE06,P75830
P77265,P75830
P0ADA5,P75830
P22939,P75830
P0ADZ7,P75830
P0A6J8,P75830
P0AFY6,P75830
P77802,P75830
